"IDADE";"SALARIO_ANUAL";"PROPRIEDADE";"ANOS_TRABALHANDO";"MOTIVO_EMPRESTIMO";"PONTUACAO_EMPRESTIMO";"VALOR_EMPRESTIMO";"TAXA_JUROS";"POSSIBILIDADE_INADIMPLENCIA";"RENDA_PERCENTUAL_EMPRESTIMO";"INADIMPLENTE";"SOLICITACAO_CREDITO_CARTAO_DEBITO"
24;60000;"Hipoteca";0.0;"Educativo";"D";8000;15.65;0;16.7;"N";3
23;87000;"Hipoteca";5.0;"Educativo";"A";10000;7.29;0;20.8;"N";4
41;50000;"Alugado";0.0;"Médico";"B";6000;10.71;0;12.5;"N";11
46;29004;"Hipoteca";4.0;"Pessoal";"B";10000;11.58;0;20.8;"N";11
23;64000;"Hipoteca";7.0;"Educativo";"A";2100;6.03;0;4.4;"N";2
30;100800;"Hipoteca";5.0;"Empreendimento";"B";22000;12.42;0;45.8;"N";7
24;10980;"Própria";0.0;"Pessoal";"A";1500;7.29;0;3.1;"N";3
34;124000;"Hipoteca";3.0;"Melhora do lar";"A";12000;7.51;0;25.0;"N";5
25;42000;"Hipoteca";9.0;"Médico";"A";9100;0.0;0;19.0;"N";3
34;50000;"Hipoteca";6.0;"Empreendimento";"C";16000;13.49;0;33.3;"Y";5
27;20000;"Alugado";2.0;"Médico";"B";3600;9.25;0;7.5;"N";7
26;46800;"Hipoteca";3.0;"Melhora do lar";"B";12725;12.42;0;26.5;"N";2
31;128000;"Hipoteca";15.0;"Pagamento de débito";"D";35000;15.99;1;72.9;"N";6
23;90000;"Alugado";7.0;"Educativo";"B";10000;12.69;0;20.8;"N";4
21;29664;"Hipoteca";5.0;"Pagamento de débito";"C";5000;13.57;1;10.4;"Y";4
24;75000;"Própria";2.0;"Pessoal";"B";8500;11.36;0;17.7;"N";4
22;21120;"Hipoteca";3.0;"Pagamento de débito";"D";1625;16.89;1;3.4;"Y";3
27;38400;"Alugado";5.0;"Médico";"C";10000;15.23;0;20.8;"Y";7
29;73000;"Alugado";2.0;"Educativo";"A";9200;7.88;0;19.2;"N";5
22;111000;"Alugado";1.0;"Empreendimento";"B";15000;10.62;0;31.2;"N";3
31;74628;"Hipoteca";12.0;"Pagamento de débito";"C";15000;12.99;0;31.2;"N";5
25;42000;"Alugado";9.0;"Médico";"C";10000;14.27;0;20.8;"N";2
25;20400;"Alugado";3.0;"Empreendimento";"C";4750;12.98;0;9.9;"Y";4
26;60000;"Hipoteca";8.0;"Melhora do lar";"B";12000;10.65;0;25.0;"N";2
29;105000;"Hipoteca";11.0;"Melhora do lar";"D";15000;14.42;0;31.2;"Y";5
23;60000;"Alugado";4.0;"Empreendimento";"A";3600;7.9;0;7.5;"N";2
32;83196;"Alugado";1.0;"Médico";"B";9350;0.0;0;19.5;"N";8
37;51000;"Hipoteca";3.0;"Pagamento de débito";"C";12800;12.84;0;26.7;"N";12
28;108000;"Hipoteca";6.0;"Pessoal";"B";27400;10.99;0;57.1;"N";8
24;18500;"Hipoteca";8.0;"Pessoal";"A";5000;9.32;1;10.4;"N";3
26;117500;"Alugado";0.0;"Empreendimento";"A";13800;7.49;0;28.8;"N";3
23;113000;"Hipoteca";4.0;"Educativo";"A";12000;7.66;0;25.0;"N";3
28;100000;"Hipoteca";3.0;"Educativo";"C";8000;13.98;0;16.7;"Y";6
25;54000;"Hipoteca";9.0;"Pessoal";"C";16000;0.0;0;33.3;"N";4
34;47125;"Hipoteca";12.0;"Empreendimento";"B";3200;10.99;0;6.7;"N";8
35;105000;"Alugado";6.0;"Empreendimento";"B";24000;9.25;0;50.0;"N";7
26;151900;"Hipoteca";10.0;"Melhora do lar";"B";20000;11.26;1;41.7;"N";3
24;40000;"Hipoteca";8.0;"Pagamento de débito";"B";15000;9.88;0;31.2;"N";2
24;105996;"Hipoteca";7.0;"Médico";"A";3000;7.51;0;6.2;"N";3
29;73000;"Hipoteca";7.0;"Melhora do lar";"A";12000;7.29;0;25.0;"N";10
24;50000;"Alugado";4.0;"Pagamento de débito";"B";3600;11.36;0;7.5;"N";3
39;55600;"Alugado";0.0;"Melhora do lar";"C";11500;13.22;0;24.0;"N";11
30;50000;"Alugado";0.0;"Melhora do lar";"B";10000;10.36;0;20.8;"N";7
24;88000;"Hipoteca";2.0;"Pessoal";"A";8000;5.99;0;16.7;"N";4
26;87000;"Hipoteca";10.0;"Pagamento de débito";"B";10000;9.99;0;20.8;"N";3
36;42000;"Alugado";1.0;"Educativo";"A";21000;7.49;1;43.8;"N";11
24;64800;"Hipoteca";5.0;"Empreendimento";"A";11000;5.79;0;22.9;"N";3
30;45000;"Hipoteca";5.0;"Educativo";"B";3250;10.62;0;6.8;"N";6
24;45000;"Hipoteca";2.0;"Pessoal";"A";7200;7.29;0;15.0;"N";4
30;61828;"Alugado";10.0;"Pessoal";"E";4500;18.39;0;9.4;"N";8
31;44000;"Própria";6.0;"Melhora do lar";"D";17350;13.55;0;36.1;"Y";7
49;50000;"Alugado";4.0;"Pagamento de débito";"B";9200;0.0;0;19.2;"N";16
29;38400;"Alugado";4.0;"Empreendimento";"B";3550;11.49;0;7.4;"N";7
31;190000;"Própria";8.0;"Educativo";"A";15000;6.03;0;31.2;"N";8
25;65000;"Alugado";3.0;"Pessoal";"D";18000;15.33;1;37.5;"N";4
33;37200;"Hipoteca";3.0;"Educativo";"A";3000;6.92;0;6.2;"N";5
37;66150;"Própria";11.0;"Pessoal";"C";17000;12.73;0;35.4;"N";17
22;60000;"Hipoteca";5.0;"Pagamento de débito";"C";12500;13.11;0;26.0;"Y";2
22;53000;"Hipoteca";0.0;"Pagamento de débito";"A";5025;7.49;0;10.5;"N";3
25;32000;"Hipoteca";8.0;"Pagamento de débito";"A";5600;7.9;0;11.7;"N";3
27;33000;"Alugado";4.0;"Educativo";"C";5000;14.22;0;10.4;"Y";10
25;58000;"Alugado";9.0;"Médico";"B";19900;11.83;1;41.5;"N";4
25;31200;"Hipoteca";3.0;"Médico";"A";11200;5.42;0;23.3;"N";2
28;96000;"Alugado";5.0;"Empreendimento";"B";5000;11.12;0;10.4;"N";7
23;90000;"Hipoteca";5.0;"Pessoal";"B";6000;11.89;0;12.5;"N";4
26;38340;"Hipoteca";7.0;"Pessoal";"B";2500;12.18;1;5.2;"N";4
25;87996;"Alugado";0.0;"Melhora do lar";"E";20000;16.35;1;41.7;"N";3
32;33000;"Alugado";1.0;"Educativo";"A";12000;6.54;1;25.0;"N";8
31;10200;"Alugado";0.0;"Médico";"D";1000;0.0;1;2.1;"Y";10
24;130000;"Hipoteca";8.0;"Pagamento de débito";"B";7000;11.99;0;14.6;"N";3
23;57600;"Hipoteca";7.0;"Educativo";"C";10000;13.11;0;20.8;"N";3
27;102000;"Hipoteca";9.0;"Pessoal";"A";6000;7.49;0;12.5;"N";9
27;20400;"Alugado";0.0;"Pagamento de débito";"A";19600;0.0;0;40.8;"N";8
22;30000;"Alugado";1.0;"Pessoal";"A";11100;6.62;1;23.1;"N";4
28;33288;"Alugado";2.0;"Pagamento de débito";"C";10800;12.09;1;22.5;"N";5
23;45000;"Alugado";0.0;"Empreendimento";"C";6225;11.54;0;13.0;"Y";4
22;51000;"Alugado";6.0;"Pessoal";"A";7500;5.99;0;15.6;"N";2
22;75000;"Alugado";4.0;"Educativo";"A";3000;8.9;0;6.2;"N";2
27;119000;"Hipoteca";7.0;"Pagamento de débito";"D";30000;18.25;1;62.5;"N";7
23;68500;"Hipoteca";7.0;"Empreendimento";"C";4200;11.66;0;8.8;"N";3
22;70550;"Alugado";6.0;"";"";12000;7.51;0;25.0;"N";17
33;34000;"Hipoteca";8.0;"Melhora do lar";"D";4750;0.0;0;9.9;"N";3
0;40800;"Hipoteca";7.0;"";"C";8500;0.0;0;17.7;"N";6
23;50000;"Hipoteca";5.0;"Empreendimento";"A";3600;5.99;0;7.5;"N";2
25;60000;"Alugado";9.0;"Pessoal";"D";6000;14.54;0;12.5;"Y";3
23;52800;"Hipoteca";7.0;"Educativo";"B";2625;11.71;0;5.5;"N";3
21;53000;"Própria";5.0;"Médico";"A";3000;7.51;0;6.2;"N";4
37;54000;"Hipoteca";21.0;"Pagamento de débito";"D";25000;15.57;1;52.1;"Y";16
24;65000;"Hipoteca";5.0;"Médico";"B";2000;9.62;0;4.2;"N";3
21;35000;"Alugado";5.0;"Médico";"B";5000;10.65;0;10.4;"N";3
25;30000;"Própria";3.0;"Melhora do lar";"B";11500;11.36;0;24.0;"N";4
24;42000;"Alugado";1.0;"Pessoal";"A";3500;0.0;0;7.3;"N";3
30;65000;"Hipoteca";3.0;"Melhora do lar";"D";20000;16.77;0;41.7;"Y";5
25;72000;"Hipoteca";9.0;"Pagamento de débito";"A";15000;7.88;0;31.2;"N";3
25;12000;"Própria";0.0;"Médico";"C";3000;0.0;1;6.2;"N";3
28;122000;"Hipoteca";11.0;"Empreendimento";"D";15000;16.77;0;31.2;"Y";5
23;60000;"Própria";3.0;"Médico";"A";10000;6.92;0;20.8;"N";4
35;71000;"Alugado";3.0;"Educativo";"B";8000;11.49;0;16.7;"N";6
26;42000;"Alugado";1.0;"Médico";"A";10000;6.54;0;20.8;"N";4
31;60000;"Própria";0.0;"Empreendimento";"B";24250;12.18;0;50.5;"N";5
23;42000;"Hipoteca";2.0;"Empreendimento";"A";1500;6.17;0;3.1;"N";3
22;80000;"Hipoteca";5.0;"Empreendimento";"B";5000;11.36;0;10.4;"N";3
21;32000;"Hipoteca";0.0;"Médico";"A";8000;5.99;0;16.7;"N";3
37;30960;"Alugado";5.0;"Empreendimento";"B";1450;0.0;0;3.0;"N";7
34;25200;"Alugado";0.0;"Empreendimento";"A";3000;7.66;0;6.2;"N";8
33;60000;"Própria";7.0;"Educativo";"A";12000;6.62;0;25.0;"N";10
27;41000;"Alugado";3.0;"Pagamento de débito";"C";7000;12.73;0;14.6;"Y";5
35;85000;"Alugado";0.0;"Pagamento de débito";"A";24250;11.12;1;50.5;"";5
25;55000;"Própria";1.0;"Pessoal";"C";6000;15.23;0;12.5;"Y";3
32;24000;"Própria";2.0;"Pessoal";"D";5000;16.29;0;10.4;"N";9
35;40000;"Alugado";0.0;"Médico";"B";3600;13.49;0;7.5;"Y";11
30;85000;"Hipoteca";2.0;"Educativo";"A";15000;6.03;0;31.2;"N";8
23;46500;"Alugado";3.0;"Educativo";"D";4600;0.0;0;9.6;"Y";4
33;50000;"Alugado";1.0;"Melhora do lar";"A";9000;7.51;0;18.8;"N";9
37;21600;"Alugado";4.0;"Médico";"A";6500;8.49;0;13.5;"N";12
24;95000;"Hipoteca";8.0;"Empreendimento";"D";16000;15.33;0;33.3;"N";3
24;65004;"Alugado";4.0;"Pessoal";"A";8000;8.49;0;16.7;"N";2
38;25200;"Alugado";0.0;"Pagamento de débito";"D";6000;14.59;1;12.5;"N";12
21;20000;"Alugado";0.0;"Médico";"A";2000;0.0;0;4.2;"N";3
23;21996;"Alugado";6.0;"Empreendimento";"C";6000;13.47;0;12.5;"Y";3
28;54000;"Alugado";0.0;"Educativo";"C";4500;0.0;1;9.4;"Y";8
31;54000;"Hipoteca";12.0;"Pagamento de débito";"A";6000;7.14;0;12.5;"N";5
37;46000;"Hipoteca";9.0;"Educativo";"B";5000;10.75;0;10.4;"N";14
24;54000;"Alugado";0.0;"Melhora do lar";"A";4850;8.49;0;10.1;"N";2
25;54000;"Hipoteca";9.0;"Pagamento de débito";"B";12000;12.53;1;25.0;"N";4
39;85000;"Alugado";3.0;"Pessoal";"A";10000;9.32;0;20.8;"N";16
32;58000;"Alugado";4.0;"Pessoal";"B";12000;11.26;0;25.0;"N";10
48;19200;"Própria";1.0;"Educativo";"C";7000;0.0;1;14.6;"Y";12
23;47184;"Alugado";0.0;"";"B";3000;0.0;0;6.2;"N";9
28;53000;"Alugado";0.0;"Pagamento de débito";"B";7000;9.88;0;14.6;"N";9
26;74000;"Hipoteca";4.0;"Educativo";"B";7500;10.08;1;15.6;"N";4
31;82000;"Hipoteca";15.0;"Pagamento de débito";"A";9000;5.42;0;18.8;"N";10
26;61000;"Hipoteca";10.0;"Pessoal";"B";12000;10.99;0;25.0;"N";3
32;73200;"Hipoteca";1.0;"Pessoal";"B";7200;10.2;0;15.0;"N";7
27;90000;"Hipoteca";11.0;"Empreendimento";"D";21000;15.62;0;43.8;"N";9
43;79000;"Hipoteca";3.0;"Melhora do lar";"B";4000;8.88;0;8.3;"N";12
31;55000;"Hipoteca";3.0;"Pagamento de débito";"B";6250;9.99;0;13.0;"N";9
34;23000;"Alugado";4.0;"Médico";"B";3000;11.49;0;6.2;"N";6
23;93000;"Alugado";6.0;"Pessoal";"C";20000;13.22;1;41.7;"N";3
21;18000;"Alugado";2.0;"Pagamento de débito";"C";5800;14.72;1;12.1;"Y";4
23;36000;"Alugado";1.0;"Médico";"A";5600;7.9;0;11.7;"N";4
22;15600;"Alugado";5.0;"Empreendimento";"E";3200;17.93;1;6.7;"N";4
28;44447;"Hipoteca";8.0;"Educativo";"C";6000;12.72;0;12.5;"Y";7
39;25000;"Própria";16.0;"Pessoal";"A";8000;7.51;0;16.7;"N";14
22;42000;"Alugado";1.0;"Educativo";"B";10000;12.42;0;20.8;"N";4
22;12600;"Alugado";2.0;"Pessoal";"B";4000;10.37;1;8.3;"N";4
40;116000;"Hipoteca";3.0;"Empreendimento";"C";12000;0.0;0;25.0;"N";16
21;30000;"Hipoteca";0.0;"Empreendimento";"A";15000;7.51;0;31.2;"N";4
23;52000;"Alugado";8.0;"Pagamento de débito";"A";6600;7.49;0;13.8;"N";3
21;57000;"Alugado";3.0;"Pessoal";"A";3000;5.42;0;6.2;"N";3
27;113800;"Hipoteca";3.0;"Médico";"A";7500;8.63;0;15.6;"N";10
27;59147;"Hipoteca";11.0;"Médico";"B";7000;11.26;0;14.6;"N";5
21;24996;"Alugado";1.0;"Médico";"D";3600;14.09;1;7.5;"N";3
23;18000;"Alugado";5.0;"Pagamento de débito";"B";4000;10.99;1;8.3;"N";3
24;52000;"Hipoteca";3.0;"Empreendimento";"A";3500;6.76;0;7.3;"N";3
22;45600;"Própria";6.0;"Médico";"C";1800;13.48;0;3.8;"N";4
33;14400;"Alugado";0.0;"Empreendimento";"D";2100;15.21;1;4.4;"Y";10
22;72000;"Hipoteca";6.0;"Pagamento de débito";"A";3500;5.42;0;7.3;"N";4
25;35000;"Alugado";2.0;"Pessoal";"A";7000;8.94;0;14.6;"N";3
21;36588;"Hipoteca";5.0;"Pagamento de débito";"D";1000;14.61;1;2.1;"N";2
40;40000;"Própria";12.0;"Médico";"B";13750;8.88;0;28.6;"N";14
34;60000;"Hipoteca";4.0;"Educativo";"C";14000;12.84;0;29.2;"N";5
33;67000;"Alugado";1.0;"Empreendimento";"A";6500;7.74;0;13.5;"N";5
23;50004;"Alugado";7.0;"Educativo";"A";10000;6.17;0;20.8;"N";4
29;200000;"Própria";13.0;"Educativo";"B";23000;12.18;0;47.9;"N";9
27;106000;"Hipoteca";11.0;"Melhora do lar";"B";4000;11.71;0;8.3;"N";6
25;21600;"Alugado";3.0;"Pessoal";"B";3600;10.99;0;7.5;"N";4
28;270300;"Hipoteca";3.0;"Médico";"E";25000;17.88;1;52.1;"N";6
27;48100;"Hipoteca";1.0;"Empreendimento";"B";20000;11.89;0;41.7;"N";10
34;25480;"Alugado";6.0;"Médico";"D";5000;12.8;1;10.4;"N";5
36;250000;"Hipoteca";2.0;"Empreendimento";"A";4000;7.14;0;8.3;"N";12
23;54000;"Hipoteca";2.0;"Empreendimento";"A";7000;6.62;0;14.6;"N";3
24;73000;"Hipoteca";8.0;"Melhora do lar";"C";9325;12.53;1;19.4;"N";2
22;3333333;"Alugado";6.0;"";"B";3000;15.58;0;6.2;"N";3
0;72000;"Alugado";6.0;"Médico";"A";22000;14.09;0;45.8;"";6
28;52000;"Hipoteca";10.0;"Educativo";"A";13600;7.88;0;28.3;"N";7
36;30000;"Alugado";0.0;"Educativo";"B";9000;12.18;0;18.8;"N";17
21;24000;"Hipoteca";2.0;"Educativo";"B";5000;8.7;0;10.4;"N";2
23;48000;"Alugado";0.0;"Empreendimento";"B";10000;9.25;0;20.8;"N";3
26;14000;"Alugado";2.0;"Empreendimento";"B";4000;0.0;1;8.3;"N";3
26;175000;"Hipoteca";0.0;"Pessoal";"C";15000;0.0;0;31.2;"N";3
32;43625;"Alugado";2.0;"Educativo";"B";1500;0.0;0;3.1;"N";6
22;32400;"Alugado";7.0;"Pessoal";"C";4800;13.98;1;10.0;"Y";2
23;62400;"Alugado";0.0;"Empreendimento";"A";12000;6.91;0;25.0;"N";3
0;45204;"Hipoteca";4.0;"";"A";11700;10.74;0;24.4;"N";2
23;22800;"Hipoteca";3.0;"Pessoal";"A";4800;5.79;0;10.0;"N";2
44;140000;"Própria";14.0;"Médico";"B";21500;11.83;0;44.8;"N";11
37;22800;"Própria";18.0;"Educativo";"A";7000;6.03;0;14.6;"N";12
29;58800;"Hipoteca";0.0;"";"B";6500;13.99;1;13.5;"N";2
22;56000;"Alugado";6.0;"Educativo";"B";1000;11.49;0;2.1;"N";2
24;65000;"Hipoteca";0.0;"Pagamento de débito";"C";3000;12.73;0;6.2;"N";3
0;88000;"Hipoteca";1.0;"Pessoal";"D";0;0.0;0;0.0;"N";4
36;99500;"Própria";5.0;"Empreendimento";"A";4000;7.74;0;8.3;"N";16
42;65000;"Hipoteca";0.0;"Pagamento de débito";"A";6000;9.32;0;12.5;"N";16
27;42000;"Alugado";4.0;"Pagamento de débito";"B";8500;9.99;0;17.7;"N";8
21;48996;"Hipoteca";5.0;"Empreendimento";"D";15000;15.58;1;31.2;"Y";3
33;68500;"Alugado";6.0;"Melhora do lar";"B";8000;10.62;0;16.7;"N";6
26;80000;"Alugado";0.0;"Empreendimento";"A";15000;6.99;0;31.2;"";3
26;140000;"Alugado";5.0;"Empreendimento";"B";8400;12.53;0;17.5;"N";2
26;86000;"Alugado";4.0;"Empreendimento";"C";10000;13.49;0;20.8;"N";4
39;38604;"Alugado";9.0;"Médico";"B";9500;10.62;0;19.8;"N";11
41;57000;"Hipoteca";11.0;"Pessoal";"A";10000;7.51;0;20.8;"N";12
28;44900;"Alugado";12.0;"Médico";"C";17500;14.35;1;36.5;"Y";10
25;54000;"Hipoteca";5.0;"Pagamento de débito";"B";5100;9.62;0;10.6;"N";4
27;32890;"Alugado";5.0;"Educativo";"B";10000;10.95;0;20.8;"N";5
24;28000;"Alugado";8.0;"Médico";"A";10000;6.91;1;20.8;"N";3
39;70000;"Própria";0.0;"Empreendimento";"A";8000;0.0;0;16.7;"N";12
60;49008;"Própria";5.0;"Pessoal";"C";12000;13.79;0;25.0;"Y";21
28;50000;"Alugado";12.0;"Médico";"C";8000;14.65;0;16.7;"N";9
26;51500;"Própria";10.0;"Melhora do lar";"A";15000;6.92;0;31.2;"N";2
24;50500;"Alugado";0.0;"Melhora do lar";"A";0;10.65;1;0.0;"N";2
29;35000;"Alugado";1.0;"Pagamento de débito";"A";10625;7.9;0;22.1;"N";8
33;130000;"Hipoteca";9.0;"Pessoal";"D";25000;15.33;0;52.1;"Y";10
26;24480;"Alugado";0.0;"Médico";"A";4375;5.79;0;9.1;"N";4
26;36194;"Hipoteca";10.0;"Pessoal";"B";9250;10.08;0;19.3;"N";3
24;75600;"Hipoteca";5.0;"Empreendimento";"A";7200;5.99;0;15.0;"N";2
23;141000;"Hipoteca";1.0;"Empreendimento";"B";15000;0.0;0;31.2;"N";3
24;64000;"Hipoteca";3.0;"Médico";"B";13225;10.37;0;27.6;"N";3
26;27983;"Hipoteca";7.0;"Pagamento de débito";"A";6000;7.88;0;12.5;"N";3
22;60000;"Própria";7.0;"Empreendimento";"D";15000;16.49;0;31.2;"Y";2
23;31785;"Hipoteca";7.0;"Médico";"D";6000;14.96;1;12.5;"N";2
26;60000;"Própria";8.0;"Empreendimento";"A";0;18.64;1;0.0;"";7
26;53000;"Hipoteca";1.0;"Educativo";"A";8000;0.0;0;16.7;"N";3
24;82000;"Hipoteca";8.0;"Educativo";"D";3500;0.0;0;7.3;"N";4
25;87000;"Alugado";3.0;"Médico";"B";8000;10.37;0;16.7;"N";2
25;68004;"Alugado";8.0;"Pagamento de débito";"A";6800;8.49;0;14.2;"N";4
28;55000;"Hipoteca";6.0;"Educativo";"A";2400;0.0;0;5.0;"N";8
22;44000;"Alugado";4.0;"Empreendimento";"A";8500;5.42;0;17.7;"N";4
30;57000;"Hipoteca";2.0;"Empreendimento";"A";6000;7.51;0;12.5;"N";8
26;66000;"Hipoteca";2.0;"Melhora do lar";"D";12000;0.0;1;25.0;"N";3
26;50026;"Alugado";3.0;"Pessoal";"A";7000;0.0;0;14.6;"N";4
28;52000;"Alugado";0.0;"Médico";"C";5600;13.85;0;11.7;"Y";8
24;18000;"Hipoteca";0.0;"Pagamento de débito";"B";10000;12.18;1;20.8;"N";2
23;45000;"Hipoteca";2.0;"Pagamento de débito";"A";6000;7.49;0;12.5;"N";3
26;34800;"Hipoteca";4.0;"Médico";"B";5975;11.49;0;12.4;"N";4
22;42996;"Alugado";2.0;"Pagamento de débito";"C";14400;0.0;1;30.0;"Y";4
29;99400;"Hipoteca";3.0;"Empreendimento";"A";6000;6.92;0;12.5;"N";7
35;32000;"Alugado";1.0;"Educativo";"A";3125;7.14;0;6.5;"N";9
23;85000;"Hipoteca";7.0;"Educativo";"A";14000;6.03;0;29.2;"N";4
22;41000;"Alugado";7.0;"Pessoal";"A";4000;7.51;1;8.3;"N";3
23;21000;"Própria";2.0;"Educativo";"C";6000;15.27;0;12.5;"N";2
28;41700;"Hipoteca";7.0;"Empreendimento";"B";7750;12.21;0;16.1;"N";9
23;168600;"Alugado";3.0;"Educativo";"B";20000;11.58;0;41.7;"N";3
22;29534;"Alugado";1.0;"Educativo";"B";4800;11.99;0;10.0;"N";4
23;45000;"Alugado";4.0;"Educativo";"A";9000;5.99;0;18.8;"N";3
24;37500;"Alugado";0.0;"Pessoal";"A";4500;5.42;0;9.4;"N";4
29;26000;"Própria";5.0;"Empreendimento";"B";4500;11.71;0;9.4;"N";5
25;19200;"Alugado";1.0;"Empreendimento";"A";9500;7.88;1;19.8;"N";4
22;60000;"Hipoteca";6.0;"Educativo";"A";6000;6.62;0;12.5;"N";3
22;79000;"Hipoteca";6.0;"Empreendimento";"C";11000;13.11;0;22.9;"Y";4
29;57000;"Própria";5.0;"Médico";"B";5000;11.86;0;10.4;"N";10
27;91000;"Hipoteca";2.0;"Pessoal";"A";11525;7.49;0;24.0;"N";7
30;73524;"Hipoteca";2.0;"Educativo";"D";10000;14.74;0;20.8;"N";8
31;46875;"Alugado";1.0;"Educativo";"B";8000;0.0;0;16.7;"N";8
24;41100;"Própria";2.0;"Empreendimento";"B";9200;12.42;0;19.2;"N";2
21;60996;"Alugado";2.0;"Empreendimento";"B";8500;0.0;0;17.7;"N";2
34;86000;"Alugado";4.0;"Empreendimento";"A";9950;7.88;0;20.7;"N";7
25;70000;"Própria";9.0;"Melhora do lar";"B";10000;0.0;0;20.8;"N";2
24;59000;"Alugado";8.0;"Médico";"C";3200;13.8;1;6.7;"N";3
35;153000;"Hipoteca";13.0;"Pessoal";"B";9500;11.99;0;19.8;"N";10
35;32000;"Alugado";19.0;"Melhora do lar";"A";8000;5.99;1;16.7;"N";9
23;67200;"Alugado";7.0;"Educativo";"C";5650;13.47;0;11.8;"N";2
25;130000;"Hipoteca";5.0;"Melhora do lar";"A";3000;5.42;0;6.2;"N";2
24;79650;"Alugado";4.0;"Pessoal";"E";6000;16.35;1;12.5;"Y";3
25;145000;"Hipoteca";9.0;"Melhora do lar";"A";8000;8.49;0;16.7;"N";3
46;80000;"Hipoteca";8.0;"Empreendimento";"B";5000;11.86;0;10.4;"N";15
26;26000;"Própria";0.0;"Pagamento de débito";"E";8500;16.45;1;17.7;"N";3
28;176608;"Hipoteca";1.0;"Empreendimento";"C";21125;13.16;0;44.0;"Y";5
25;50000;"Hipoteca";10.0;"Educativo";"C";10000;13.49;0;20.8;"Y";4
36;35256;"Hipoteca";5.0;"Melhora do lar";"A";5000;5.99;0;10.4;"N";11
23;103000;"Alugado";4.0;"Pagamento de débito";"C";16800;13.11;0;35.0;"N";4
23;80000;"Hipoteca";7.0;"Empreendimento";"C";4000;15.23;0;8.3;"N";3
39;18300;"Alugado";0.0;"Educativo";"D";1200;14.74;1;2.5;"N";17
22;54996;"Alugado";0.0;"Educativo";"C";5000;12.54;0;10.4;"Y";3
32;26400;"Alugado";12.0;"Empreendimento";"A";12000;6.17;1;25.0;"N";9
28;97296;"Hipoteca";12.0;"Melhora do lar";"B";6500;12.42;0;13.5;"N";8
25;71711;"Hipoteca";9.0;"Educativo";"B";4800;0.0;0;10.0;"N";3
33;52000;"Hipoteca";1.0;"Educativo";"C";12000;13.85;0;25.0;"N";5
24;40000;"Hipoteca";6.0;"Empreendimento";"B";10000;9.91;0;20.8;"N";3
26;95000;"Própria";0.0;"Médico";"A";1000;8.94;0;2.1;"N";4
27;67000;"Hipoteca";11.0;"Educativo";"D";24250;14.96;0;50.5;"N";8
29;97000;"Alugado";4.0;"Pessoal";"B";25000;10.37;0;52.1;"N";10
21;14400;"Alugado";2.0;"Empreendimento";"D";1825;15.62;1;3.8;"N";2
27;23400;"Alugado";5.0;"Educativo";"D";7000;15.7;1;14.6;"Y";5
29;65000;"Hipoteca";0.0;"Melhora do lar";"A";10000;8.94;0;20.8;"N";9
23;98280;"Hipoteca";7.0;"Pessoal";"A";9400;6.62;0;19.6;"N";3
24;135000;"Hipoteca";8.0;"Educativo";"A";12000;9.38;0;25.0;"N";2
23;41000;"Alugado";1.0;"Pagamento de débito";"C";12500;13.57;0;26.0;"N";4
27;110000;"Hipoteca";3.0;"Médico";"A";4800;7.74;0;10.0;"N";7
40;80000;"Alugado";0.0;"Médico";"A";6000;8.94;0;12.5;"N";11
25;39000;"Alugado";6.0;"Educativo";"D";16000;15.65;1;33.3;"N";2
25;52000;"Alugado";0.0;"Melhora do lar";"A";3625;6.54;0;7.6;"N";3
34;220000;"Hipoteca";13.0;"Pagamento de débito";"C";11275;12.99;0;23.5;"N";8
24;92000;"Alugado";1.0;"Melhora do lar";"E";25000;16.77;1;52.1;"Y";4
22;28800;"Alugado";3.0;"Médico";"A";2000;8.49;0;4.2;"N";2
34;26496;"Própria";7.0;"Médico";"B";4400;10.59;0;9.2;"N";8
25;28800;"Alugado";2.0;"Empreendimento";"B";3000;11.12;0;6.2;"N";3
0;59000;"Alugado";2.0;"Pessoal";"B";2400;7.66;0;5.0;"N";3
43;98760;"Alugado";8.0;"Empreendimento";"D";5000;14.84;0;10.4;"N";14
21;27200;"Alugado";0.0;"Educativo";"C";5000;0.0;0;10.4;"N";3
25;80000;"Hipoteca";4.0;"Pessoal";"A";11000;6.62;0;22.9;"N";3
23;48000;"Alugado";8.0;"Pessoal";"B";4000;10.37;1;8.3;"N";3
49;64800;"Hipoteca";4.0;"Melhora do lar";"D";6625;18.25;0;13.8;"N";16
24;76000;"Alugado";6.0;"Melhora do lar";"B";16000;10.99;0;33.3;"N";3
32;86000;"Hipoteca";4.0;"Médico";"B";10800;12.42;0;22.5;"N";7
35;40792;"Alugado";2.0;"Empreendimento";"B";2600;12.53;0;5.4;"N";9
29;115000;"Alugado";5.0;"Melhora do lar";"A";7500;5.99;0;15.6;"N";8
36;84000;"Alugado";0.0;"Educativo";"B";20000;9.64;1;41.7;"N";16
30;56400;"Alugado";1.0;"Pagamento de débito";"B";7000;11.49;1;14.6;"N";10
23;73500;"Alugado";7.0;"Educativo";"A";18000;0.0;0;37.5;"N";2
51;52250;"Alugado";4.0;"Empreendimento";"C";9200;13.61;0;19.2;"N";24
36;50000;"Alugado";2.0;"Pagamento de débito";"A";5500;8.32;0;11.5;"N";16
